spread_id,spread_name,normalized_name,card_count,keywords,description,positions
145,RELATIONSHIP,relationship,10,"complex, romantic feelings, detailed analysis, comprehensive, choice, conclusion, love reading, traditional, complex spread, ending, partnership, result, fortune telling, in-depth guidance, alternatives","The relationship spread I like to use follows the same layout as the Celtic Cross, but uses slightly different meanings of the card placements. It can be used for insight into romantic or nonromantic relationships. It is best done with both people present (each person takes one half of the deck, or their own full tarot deck, shuffles, and take turns laying down the cards), but it can also be done alone by one person to gain insight into the dynamics of an important relationship. This spread comes from Mary K. Greer's book *Tarot for Your Self*.","[{'position_num': 1, 'position_name': ""Partner A's Heart in the Relationship"", 'position_meaning': 'Partner A’s emotions, feelings, and openness toward the relationship'}, {'position_num': 2, 'position_name': ""Partner B's Heart in the Relationship"", 'position_meaning': 'Partner B’s emotions, feelings, and openness toward the relationship'}, {'position_num': 3, 'position_name': 'Foundation of the Relationship', 'position_meaning': 'Core dynamic, foundation, or unconscious patterns between both partners'}, {'position_num': 4, 'position_name': 'Already Established Ways of Relating', 'position_meaning': 'Habits, patterns, or ways of interacting that have developed over time'}, {'position_num': 5, 'position_name': 'Couple’s Conscious Goals', 'position_meaning': 'Shared goals, conscious intentions, or mutual desires'}, {'position_num': 6, 'position_name': 'Decision That Needs to Be Made', 'position_meaning': 'Current challenge, decision, or crossroad for the couple'}, {'position_num': 7, 'position_name': 'How Partner B Sees Themselves', 'position_meaning': 'Partner B’s self-image within the relationship'}, {'position_num': 8, 'position_name': 'How Partner A Sees Themselves', 'position_meaning': 'Partner A’s self-image within the relationship'}, {'position_num': 9, 'position_name': 'Issue That Needs to Be Resolved', 'position_meaning': 'The main conflict, obstacle, or sticking point needing attention'}, {'position_num': 10, 'position_name': 'Likely Outcome of the Current Situation', 'position_meaning': 'The most probable direction or result if current energies continue'}]"
146,COMPARING YOUR OPTIONS,comparing your options,7,"specific guidance, fortune telling, options, divination, crossroads, focused reading, moderate spread, alternatives, choice, detailed insight, prediction, judgment","The Comparing Your Options spread is great for decision-making because along with a breakdown of the main pros and cons of each option, it also shows us the issue at the heart of our considerations, offering a way to gauge which pros and cons are most important.","[{'position_num': 1, 'position_name': 'Essential Consideration', 'position_meaning': 'The root issue, theme, or factor underlying the decision'}, {'position_num': 2, 'position_name': 'Benefit of Option A', 'position_meaning': 'Positive aspect or advantage of choosing Option A'}, {'position_num': 3, 'position_name': 'Drawback of Option A', 'position_meaning': 'Negative aspect or consequence of choosing Option A'}, {'position_num': 4, 'position_name': 'Benefit of Option B', 'position_meaning': 'Positive aspect or advantage of choosing Option B'}, {'position_num': 5, 'position_name': 'Drawback of Option B', 'position_meaning': 'Negative aspect or consequence of choosing Option B'}, {'position_num': 6, 'position_name': 'Benefit of Option C', 'position_meaning': 'Positive aspect or advantage of choosing Option C'}, {'position_num': 7, 'position_name': 'Drawback of Option C', 'position_meaning': 'Negative aspect or consequence of choosing Option C'}]"
147,TRIQUETRA OUTCOME MANAGEMENT,triquetra outcome management,3,"higher self, essential guidance, romance, resolution, ending, result, fortune telling, divination, simple spread, prediction, consequence, relationship, soul, attraction, spirituality","When things in your life feel bleak, or you have just done a reading in which the outcome card seemed discouraging, the Triquetra Outcome Management spread will reveal energies and qualities you can use to change your path. You'll likely find it helpful to not read reversals when using this spread, but rather go with the upright meaning of all three cards in this spread.","[{'position_num': 1, 'position_name': 'Self (Individual Unconscious, Love)', 'position_meaning': 'Your personal emotions, love, self-awareness, and private inner world'}, {'position_num': 2, 'position_name': 'Collective Unconscious, Responsibility', 'position_meaning': 'Your role in the larger community, honor, duty, or shared responsibility'}, {'position_num': 3, 'position_name': 'Intuition, Higher Wisdom, Protection', 'position_meaning': 'Guidance from higher sources, intuition, spiritual guardianship, and protection'}]"
148,A NEW LOVER,a new lover,6,"specific guidance, romance, fortune telling, emotional connection, divination, focused reading, relationship, moderate spread, passion, attraction, detailed insight, prediction","This tarot spread explores the energy, timing, and emotional context around the arrival of a new romantic partner. It reveals your readiness, the nature of the relationship, and how to attract or recognize this person.","[{'position_num': 1, 'position_name': 'Are you ready?', 'position_meaning': 'Your emotional or energetic openness to love'}, {'position_num': 2, 'position_name': 'What blocks you?', 'position_meaning': 'Old patterns, fears, or resistance'}, {'position_num': 3, 'position_name': 'What you need to release', 'position_meaning': 'Past influences or baggage that may block the new connection'}, {'position_num': 4, 'position_name': 'Traits of the new lover', 'position_meaning': 'Their personality, energy, or appearance'}, {'position_num': 5, 'position_name': 'What they seek in you', 'position_meaning': 'What they are drawn to or need from a partner'}, {'position_num': 6, 'position_name': 'External influence or timing', 'position_meaning': 'The outer condition (environment, synchronicity, etc.) that may signal or affect when/if they appear'}]"
149,A ROMANTIC ATTRACTION,a romantic attraction,10,"ending, comprehensive reading, result, fortune telling, divination, in-depth guidance, detailed analysis, complex spread, prediction, conclusion","This spread examines a romantic connection between two people — their feelings, compatibility, challenges, and future potential. It moves from core attraction to external influences and future development.","[{'position_num': 1, 'position_name': 'Core energy', 'position_meaning': 'The essence or magnetic pull between both individuals'}, {'position_num': 2, 'position_name': 'How they feel', 'position_meaning': 'The other person’s emotional or romantic stance'}, {'position_num': 3, 'position_name': 'How you feel', 'position_meaning': 'Your feelings or expectations'}, {'position_num': 4, 'position_name': 'What supports the connection', 'position_meaning': 'Positive forces or compatibility'}, {'position_num': 5, 'position_name': 'What binds you together', 'position_meaning': 'The common ground, soul link, or karmic factor'}, {'position_num': 6, 'position_name': 'What weakens or blocks it', 'position_meaning': 'Fears, ego, external conflict'}, {'position_num': 7, 'position_name': 'Advice for the future', 'position_meaning': 'What attitude or action will help most'}, {'position_num': 8, 'position_name': 'External influences', 'position_meaning': 'Friends, timing, distance, environment'}, {'position_num': 9, 'position_name': 'Unconscious energy', 'position_meaning': 'Subconscious motivations, karma, inner fears'}, {'position_num': 10, 'position_name': 'Potential outcome', 'position_meaning': 'What is likely to result from this romantic attraction'}]"
150,LOVER'S SPREAD,lover's,10,"detailed analysis, soul, conclusion, resolution, complex spread, consequence, higher self, ending, result, fortune telling, in-depth guidance, attraction, romance, comprehensive reading, emotional connection","This spread provides an in-depth look at a romantic relationship between two individuals — including their thoughts, emotions, dynamics, challenges, and potential outcome. It is well-suited for current or evolving partnerships.","[{'position_num': 1, 'position_name': 'Core of the relationship', 'position_meaning': 'The main theme, spiritual link, or soul lesson between partners'}, {'position_num': 2, 'position_name': ""Partner's mind"", 'position_meaning': 'Their thoughts, beliefs, or intellectual stance in the relationship'}, {'position_num': 3, 'position_name': ""Partner's heart"", 'position_meaning': 'Their emotional state or romantic feelings'}, {'position_num': 4, 'position_name': 'Your feelings', 'position_meaning': 'Your current emotional condition in the relationship'}, {'position_num': 5, 'position_name': 'What they want', 'position_meaning': 'Desires, expectations, or what they hope to receive'}, {'position_num': 6, 'position_name': 'What you want', 'position_meaning': ""What you're truly looking for or expecting emotionally""}, {'position_num': 7, 'position_name': 'Your subconscious', 'position_meaning': 'Fears, old patterns, or blocks from your inner world'}, {'position_num': 8, 'position_name': 'Their subconscious', 'position_meaning': 'Hidden emotions, resistance, or spiritual lessons for them'}, {'position_num': 9, 'position_name': 'Advice', 'position_meaning': 'Guidance on how to move forward harmoniously'}, {'position_num': 10, 'position_name': 'Outcome', 'position_meaning': 'The probable direction the relationship is heading in'}]"
151,MAGICAL LOVE,magical love,7,"higher self, specific guidance, romance, fortune telling, emotional connection, divination, detailed insight, focused reading, relationship, moderate spread, passion, attraction, soul, spirituality, prediction","This spread explores the current state and mystical potential of a love connection. It focuses on energies between two people, hidden influences, and the magical forces at play in the relationship.","[{'position_num': 1, 'position_name': 'Current state of the relationship', 'position_meaning': 'Where things stand emotionally and practically'}, {'position_num': 2, 'position_name': 'Heart of the connection', 'position_meaning': 'The bond, spark, or spiritual/emotional glue between you'}, {'position_num': 3, 'position_name': 'Magical influence / potential', 'position_meaning': 'Destiny, divine timing, or highest possibility of this love'}, {'position_num': 4, 'position_name': 'Your foundation', 'position_meaning': 'Your current feelings or subconscious motivation'}, {'position_num': 5, 'position_name': 'Your guidance', 'position_meaning': 'What your higher self or intuition suggests'}, {'position_num': 6, 'position_name': 'Their foundation', 'position_meaning': 'Their emotional base or current perspective'}, {'position_num': 7, 'position_name': 'Their guidance', 'position_meaning': 'What their higher self or spirit is nudging them toward'}]"
152,GUIDE FOR LOVERS,guide for lovers,9,"detailed analysis, soul, choice, judgment, complex spread, higher self, fortune telling, in-depth guidance, alternatives, attraction, romance, comprehensive reading, emotional connection, options, divination","This spread serves as a relationship compass, offering insight into both partners’ emotions, intentions, and the spiritual dynamics of the connection. It’s ideal for deepening emotional understanding, resolving tension, or making decisions about the future.","[{'position_num': 1, 'position_name': 'Foundation', 'position_meaning': 'The past experience or situation that shaped this connection'}, {'position_num': 2, 'position_name': 'Core emotion', 'position_meaning': 'The current central feeling or relational focus'}, {'position_num': 3, 'position_name': 'You / Present action', 'position_meaning': 'Your current contribution or behavior'}, {'position_num': 4, 'position_name': 'Partner / Present action', 'position_meaning': 'Their current behavior or role'}, {'position_num': 5, 'position_name': ""Partner's deeper feeling"", 'position_meaning': 'Hidden motivations or deeper emotional needs'}, {'position_num': 6, 'position_name': 'Your deeper feeling', 'position_meaning': 'What you truly want or need deep down'}, {'position_num': 7, 'position_name': 'Spiritual guidance (partner)', 'position_meaning': 'What the universe is guiding your partner toward'}, {'position_num': 8, 'position_name': 'Spiritual guidance (you)', 'position_meaning': 'The message the universe has for you'}, {'position_num': 9, 'position_name': 'Karmic lesson / shared insight', 'position_meaning': 'What both of you are meant to learn through this connection'}]"
153,FAMILY PROBLEMS,family problems,8,"higher self, comprehensive reading, fortune telling, issue, divination, complication, enlightenment, difficulty, challenge, detailed analysis, complex spread, in-depth guidance, soul, divine guidance, spirituality","This spread is designed to help uncover and resolve emotional or practical tensions within family dynamics. It examines each person’s role, underlying energies, and spiritual advice for healing and reconciliation.","[{'position_num': 1, 'position_name': 'Your unconscious reaction', 'position_meaning': 'Hidden emotions or childhood influences shaping your current stance'}, {'position_num': 2, 'position_name': ""Other person's unconscious reaction"", 'position_meaning': 'Their underlying beliefs, biases, or pain'}, {'position_num': 3, 'position_name': 'The core issue', 'position_meaning': 'Central theme or repeating pattern in the conflict'}, {'position_num': 4, 'position_name': 'Root cause (past event)', 'position_meaning': 'Origin of the tension, possibly generational'}, {'position_num': 5, 'position_name': 'Your behavior or response', 'position_meaning': 'How you’re acting in the situation'}, {'position_num': 6, 'position_name': 'Their behavior or response', 'position_meaning': 'Their visible actions and expressions'}, {'position_num': 7, 'position_name': 'Spiritual guidance', 'position_meaning': 'What the universe or your higher self suggests to resolve the problem'}, {'position_num': 8, 'position_name': 'Hidden support or ally', 'position_meaning': 'A person, energy, or force that may help the healing process'}]"
154,HEALTH SPREAD,health,10,"wellness, detailed analysis, soul, conclusion, complex spread, higher self, recovery, ending, result, fortune telling, in-depth guidance, mental health, healing, physical wellbeing, comprehensive reading","This spread offers insight into your physical, mental, emotional, and spiritual well-being. It identifies current imbalances, root causes, lifestyle influences, and guidance for healing.","[{'position_num': 1, 'position_name': 'Core health state', 'position_meaning': 'Current energetic or physical status'}, {'position_num': 2, 'position_name': 'Mental influence', 'position_meaning': 'Your mindset or psychological stressors affecting health'}, {'position_num': 3, 'position_name': 'Root cause', 'position_meaning': 'Deep underlying issue or trauma impacting well-being'}, {'position_num': 4, 'position_name': 'Emotional body', 'position_meaning': 'Feelings stored in the body or emotional patterns'}, {'position_num': 5, 'position_name': 'External influences', 'position_meaning': 'Environmental, social, or relational impact'}, {'position_num': 6, 'position_name': 'Physical habits', 'position_meaning': 'Diet, exercise, rest patterns — what you’re doing physically'}, {'position_num': 7, 'position_name': 'Energy level', 'position_meaning': 'Vitality, chakra flow, or subtle body awareness'}, {'position_num': 8, 'position_name': 'Internal influence', 'position_meaning': 'Beliefs or subconscious forces affecting your health'}, {'position_num': 9, 'position_name': 'Hidden block or fear', 'position_meaning': 'Resistance, fear, or denial holding you back'}, {'position_num': 10, 'position_name': 'Healing outcome / advice', 'position_meaning': 'Pathway forward or divine guidance for healing'}]"
155,A THIEF IN THE HOME,a thief in home,8,"comprehensive reading, fortune telling, divination, in-depth guidance, detailed analysis, complex spread, prediction, guidance, insight, clarity","This spread is designed to uncover hidden energy drains, deception, or betrayal within your personal space — be it emotional, financial, or energetic. It helps you identify the source, nature, and best course of protection or resolution.","[{'position_num': 1, 'position_name': 'Central issue', 'position_meaning': 'The core situation involving deception or theft (literal or symbolic)'}, {'position_num': 2, 'position_name': 'External influence', 'position_meaning': 'Someone or something from outside contributing to the situation'}, {'position_num': 3, 'position_name': 'Internal influence', 'position_meaning': 'A family member, close person, or self-deception playing a role'}, {'position_num': 4, 'position_name': 'Hidden support', 'position_meaning': 'Something or someone you haven’t noticed that’s protecting you'}, {'position_num': 5, 'position_name': 'Your perspective', 'position_meaning': 'How you’re viewing or emotionally reacting to the issue'}, {'position_num': 6, 'position_name': 'Reality check', 'position_meaning': 'What’s really going on, regardless of your perspective'}, {'position_num': 7, 'position_name': 'Hidden motive or secret', 'position_meaning': 'What’s truly behind the action (envy, need, revenge, etc.)'}, {'position_num': 8, 'position_name': 'Advice / Resolution', 'position_meaning': 'Guidance to reclaim control or restore balance'}]"
156,LOST ARTICLES SPREAD,lost articles,10,"higher self, comprehensive reading, fortune telling, divination, in-depth guidance, detailed analysis, complex spread, soul, spirituality, prediction","This spread is specifically designed to help locate or recover lost objects — both physical and symbolic. It investigates when, where, how, and why the item may have gone missing and what steps may help in recovery.","[{'position_num': 1, 'position_name': 'Current status', 'position_meaning': 'Where the item is now energetically or physically'}, {'position_num': 2, 'position_name': 'Why it’s lost', 'position_meaning': 'The deeper reason or cause of it being misplaced'}, {'position_num': 3, 'position_name': 'Who might be involved', 'position_meaning': 'A person (helpful or obstructive) tied to the item’s disappearance'}, {'position_num': 4, 'position_name': 'When it was lost', 'position_meaning': 'The timeline of its disappearance'}, {'position_num': 5, 'position_name': 'What was happening then', 'position_meaning': 'Situation or distraction that contributed'}, {'position_num': 6, 'position_name': 'Why it’s still hidden', 'position_meaning': 'Energetic block, unresolved issue, or subconscious reason'}, {'position_num': 7, 'position_name': 'Your role', 'position_meaning': 'What you may have forgotten, ignored, or misunderstood'}, {'position_num': 8, 'position_name': 'Where to look (literal clue)', 'position_meaning': 'Possible environment, direction, or object near it'}, {'position_num': 9, 'position_name': 'What to avoid', 'position_meaning': 'A place, assumption, or misleading path in your search'}, {'position_num': 10, 'position_name': 'Spiritual advice', 'position_meaning': 'Higher guidance to help you find it (or accept its loss)'}]"
157,BUSINESS SPREAD,business,10,"detailed analysis, choice, employment, judgment, conclusion, job, complex spread, ending, result, fortune telling, in-depth guidance, alternatives, comprehensive reading, vocation, work","This tarot spread offers a comprehensive view of your business situation — including your goals, resources, challenges, timing, and long-term potential. It’s ideal for entrepreneurs, freelancers, and decision-makers seeking clarity in career or enterprise matters.","[{'position_num': 1, 'position_name': 'Obstacle', 'position_meaning': 'A current challenge or risk area in your business'}, {'position_num': 2, 'position_name': 'Finances', 'position_meaning': 'Income flow, pricing, investment, or debt'}, {'position_num': 3, 'position_name': 'Mindset', 'position_meaning': 'Your current thinking, beliefs, and business attitude'}, {'position_num': 4, 'position_name': 'Resources', 'position_meaning': 'Skills, tools, people, or assets you can rely on'}, {'position_num': 5, 'position_name': 'Weakness', 'position_meaning': 'Something unstable or needing attention'}, {'position_num': 6, 'position_name': 'Current state', 'position_meaning': 'Where your business stands at the moment'}, {'position_num': 7, 'position_name': 'Strength', 'position_meaning': 'A positive aspect, advantage, or strong suit'}, {'position_num': 8, 'position_name': 'Timing', 'position_meaning': 'When is best to act, launch, or pivot'}, {'position_num': 9, 'position_name': 'Strategy', 'position_meaning': 'The action plan, marketing, or structural focus'}, {'position_num': 10, 'position_name': 'Outcome', 'position_meaning': 'The likely result of your current path or decision-making'}]"
158,CAREER SPREAD,career,7,"specific guidance, professional development, choice, employment, judgment, job search, focused reading, job, work environment, fortune telling, alternatives, career path, business decision, vocation, work","This tarot spread provides clarity on your current professional situation, including your aspirations, challenges, workplace dynamics, and future direction. It's especially useful when you're facing a career decision or seeking deeper alignment with your professional path.","[{'position_num': 1, 'position_name': 'Ambition', 'position_meaning': 'What you want most from your career or role'}, {'position_num': 2, 'position_name': 'Fear or doubt', 'position_meaning': 'What holds you back or creates anxiety professionally'}, {'position_num': 3, 'position_name': 'Current situation', 'position_meaning': 'Where you currently stand in your career path'}, {'position_num': 4, 'position_name': 'Direction', 'position_meaning': 'Where things are headed if you stay the current course'}, {'position_num': 5, 'position_name': 'Workplace dynamic', 'position_meaning': 'How others (bosses, coworkers, clients) perceive or affect you'}, {'position_num': 6, 'position_name': 'Your energy', 'position_meaning': ""What you're putting in (motivation, effort, attitude)""}, {'position_num': 7, 'position_name': 'Hidden influence', 'position_meaning': 'Subconscious beliefs or past conditioning affecting your career'}]"
159,LAWSUIT SPREAD,lawsuit,10,"detailed analysis, soul, choice, conclusion, resolution, complex spread, consequence, higher self, ending, result, fortune telling, in-depth guidance, alternatives, comprehensive reading, options","This tarot spread is designed to explore the dynamics, motivations, and likely outcomes of legal disputes or court matters. It helps uncover both sides of the issue, strategic guidance, and the spiritual forces at play in the pursuit of justice.","[{'position_num': 1, 'position_name': ""Opponent's advantage"", 'position_meaning': 'What the other party has going for them'}, {'position_num': 2, 'position_name': 'Your disadvantage', 'position_meaning': 'Your weakness or liability in the matter'}, {'position_num': 3, 'position_name': 'Your advantage', 'position_meaning': 'What supports or strengthens your position'}, {'position_num': 4, 'position_name': ""Opponent's disadvantage"", 'position_meaning': 'Their weakness or vulnerability'}, {'position_num': 5, 'position_name': 'Intentions of others', 'position_meaning': 'The true motivation of people involved (lawyers, family, etc.)'}, {'position_num': 6, 'position_name': 'Truth behind the situation', 'position_meaning': 'The moral/spiritual core of the conflict'}, {'position_num': 7, 'position_name': 'Spiritual lesson', 'position_meaning': ""What you're meant to learn through this legal challenge""}, {'position_num': 8, 'position_name': 'Karmic debt or past influence', 'position_meaning': 'An unresolved past situation influencing this one'}, {'position_num': 9, 'position_name': 'Legal outcome', 'position_meaning': 'Likely judgment or external decision'}, {'position_num': 10, 'position_name': 'Higher guidance', 'position_meaning': 'Spiritual insight or universal advice about the situation'}]"
160,MONEY SPREAD,money,8,"detailed analysis, prosperity, choice, judgment, conclusion, abundance, complex spread, financial security, finances, ending, result, fortune telling, in-depth guidance, alternatives, comprehensive reading","This spread explores your relationship with money — including your current financial state, subconscious patterns, influences, and guidance for creating abundance. It's ideal for personal budgeting, manifestation goals, or financial decision-making.","[{'position_num': 1, 'position_name': 'Current financial state', 'position_meaning': 'Where you are right now financially'}, {'position_num': 2, 'position_name': 'Spending pattern', 'position_meaning': 'How you manage or expend resources'}, {'position_num': 3, 'position_name': 'Income flow', 'position_meaning': 'Stability and flow of money coming in'}, {'position_num': 4, 'position_name': 'Saving / investment habit', 'position_meaning': 'Your ability to hold and grow money'}, {'position_num': 5, 'position_name': 'Belief about abundance', 'position_meaning': ""What you believe you're capable of financially""}, {'position_num': 6, 'position_name': 'Subconscious block', 'position_meaning': 'Hidden emotions or patterns sabotaging your wealth'}, {'position_num': 7, 'position_name': 'Inherited or cultural influence', 'position_meaning': 'Family or societal money mindset'}, {'position_num': 8, 'position_name': 'Long-term financial outcome', 'position_meaning': 'The direction your finances are headed if current patterns continue'}]"
161,WORK SPREAD,work,7,"specific guidance, vocation, fortune telling, work, divination, triumph, achievement, focused reading, job, profession, attainment, moderate spread, accomplishment, victory, employment","This spread provides insight into your current work environment, performance, interpersonal dynamics, and career development. It helps you identify both internal strengths and external influences affecting your job satisfaction and success.","[{'position_num': 1, 'position_name': 'Core energy at work', 'position_meaning': 'Your mindset, motivation, or the main theme in your job'}, {'position_num': 2, 'position_name': 'Your contribution', 'position_meaning': 'What you are actively bringing to the table'}, {'position_num': 3, 'position_name': 'Your role or task load', 'position_meaning': 'How you are being utilized or your actual responsibilities'}, {'position_num': 4, 'position_name': 'Pressure or stress', 'position_meaning': 'Hidden workload, deadlines, or burnout'}, {'position_num': 5, 'position_name': 'Recognition or support', 'position_meaning': 'How your work is acknowledged or rewarded'}, {'position_num': 6, 'position_name': 'Colleagues or team dynamic', 'position_meaning': 'Relationships with coworkers or team atmosphere'}, {'position_num': 7, 'position_name': 'External influence', 'position_meaning': 'Supervisor, corporate structure, or policy affecting your position'}]"
162,LEGAL MATTERS SPREAD 2,legal matters 2,10,"detailed analysis, soul, choice, judgment, conclusion, resolution, complex spread, consequence, higher self, ending, result, fortune telling, in-depth guidance, alternatives, comprehensive reading","This spread gives a comprehensive breakdown of legal conflicts, disputes, or formal decisions. It explores the foundation of the case, both sides’ strengths and weaknesses, and the moral, practical, and spiritual outcomes.","[{'position_num': 1, 'position_name': 'Core of the case', 'position_meaning': 'The main issue or foundation of the legal matter'}, {'position_num': 2, 'position_name': 'Your strengths', 'position_meaning': 'Legal or moral points in your favor'}, {'position_num': 3, 'position_name': 'Opponent’s strengths', 'position_meaning': 'What supports the other side’s case'}, {'position_num': 4, 'position_name': 'Your weakness or blind spot', 'position_meaning': 'What you may be underestimating or neglecting'}, {'position_num': 5, 'position_name': 'Opponent’s weakness or blind spot', 'position_meaning': 'What undermines their position'}, {'position_num': 6, 'position_name': 'Your true motivation', 'position_meaning': 'Emotional or spiritual reason for involvement'}, {'position_num': 7, 'position_name': 'Their true motivation', 'position_meaning': 'The other party’s driving force (fear, revenge, justice, etc.)'}, {'position_num': 8, 'position_name': 'Spiritual insight (you)', 'position_meaning': 'Higher wisdom or karmic lesson for you'}, {'position_num': 9, 'position_name': 'Spiritual insight (them)', 'position_meaning': 'Universal message tied to their actions or choices'}, {'position_num': 10, 'position_name': 'Outcome', 'position_meaning': 'Likely result or judgment if the current path continues'}]"
163,RELATIONSHIP PROBLEMS,relationship problems,9,"complication, romantic feelings, difficulty, challenge, detailed analysis, soul, conclusion, love reading, complex spread, higher self, ending, partnership, result, fortune telling, issue","This spread is designed to analyze and untangle the emotional, behavioral, and spiritual dynamics behind a troubled relationship. It reveals what each person brings to the situation, what lies between them, and how to move forward or let go.","[{'position_num': 1, 'position_name': 'Their root emotion', 'position_meaning': 'Deep emotional drive, fear, or need (Person B)'}, {'position_num': 2, 'position_name': 'Their external behavior', 'position_meaning': 'What they show, how they act (Person B)'}, {'position_num': 3, 'position_name': 'Your root emotion', 'position_meaning': 'Deep emotional drive, fear, or need (Person A)'}, {'position_num': 4, 'position_name': 'Your external behavior', 'position_meaning': 'What you show, how you act (Person A)'}, {'position_num': 5, 'position_name': 'Shared connection', 'position_meaning': 'The emotional charge or tension between you'}, {'position_num': 6, 'position_name': 'Core issue', 'position_meaning': 'The emotional pattern or karmic force at the heart of the relationship'}, {'position_num': 7, 'position_name': 'Spiritual truth', 'position_meaning': 'A hidden insight that must be acknowledged'}, {'position_num': 8, 'position_name': 'Healing advice', 'position_meaning': 'What each party must do to move toward resolution or clarity'}, {'position_num': 9, 'position_name': 'Outcome / trajectory', 'position_meaning': 'Likely resolution or direction of the relationship'}]"
164,MARRIAGE SPREAD,marriage,10,"higher self, comprehensive reading, fortune telling, divination, enlightenment, detailed analysis, in-depth guidance, complex spread, soul, divine guidance, spirituality, prediction","This spread is designed to assess the foundation, dynamics, and future of a marriage or long-term partnership. It helps reveal each partner’s role, the emotional/spiritual structure of the union, and the potential for growth or reconciliation.","[{'position_num': 1, 'position_name': 'Foundation of the marriage', 'position_meaning': 'The core energy or purpose of the union'}, {'position_num': 2, 'position_name': 'Shared challenge', 'position_meaning': 'A key problem or block that affects both'}, {'position_num': 3, 'position_name': 'Shared goal or desire', 'position_meaning': 'What both partners want at a deeper level'}, {'position_num': 4, 'position_name': 'Partner B’s behavior', 'position_meaning': 'Their visible actions or contributions'}, {'position_num': 5, 'position_name': 'Partner B’s emotional truth', 'position_meaning': 'Their inner needs, feelings, or hidden concerns'}, {'position_num': 6, 'position_name': 'Partner A’s behavior', 'position_meaning': 'Their visible actions or contributions'}, {'position_num': 7, 'position_name': 'Partner A’s emotional truth', 'position_meaning': 'Their inner needs, feelings, or hidden concerns'}, {'position_num': 8, 'position_name': 'Spiritual advice (Partner B)', 'position_meaning': 'Guidance for their growth or clarity'}, {'position_num': 9, 'position_name': 'Spiritual advice (Partner A)', 'position_meaning': 'Guidance for their growth or clarity'}, {'position_num': 10, 'position_name': 'Long-term outlook', 'position_meaning': 'Where the marriage is likely headed'}]"
165,PREGNANCY SPREAD,pregnancy,10,"higher self, physical wellbeing, wellness, ending, comprehensive reading, result, fortune telling, divination, enlightenment, healing, detailed analysis, in-depth guidance, complex spread, soul, divine guidance","This spread provides insight into conception, emotional and physical preparedness, potential challenges, and the spiritual context of pregnancy. It may be used for current, future, or symbolic pregnancy journeys (including creative or transformational “births”).","[{'position_num': 1, 'position_name': 'Current physical condition', 'position_meaning': 'Body readiness, vitality, or physical health factors'}, {'position_num': 2, 'position_name': 'Emotional state', 'position_meaning': 'Hopes, fears, or emotional readiness for pregnancy'}, {'position_num': 3, 'position_name': 'Energetic alignment', 'position_meaning': 'Chakra flow, intuitive connection, and inner balance'}, {'position_num': 4, 'position_name': 'Spiritual influence', 'position_meaning': 'Karmic, ancestral, or divine timing influence'}, {'position_num': 5, 'position_name': 'Past physical experience', 'position_meaning': 'Past pregnancies or related medical/emotional history'}, {'position_num': 6, 'position_name': 'Support system (body)', 'position_meaning': 'Lifestyle, routines, or medical support'}, {'position_num': 7, 'position_name': 'Support system (emotional)', 'position_meaning': 'Friends, partner, or community emotional support'}, {'position_num': 8, 'position_name': 'Partner’s role or feelings', 'position_meaning': 'Involvement, readiness, or emotional alignment of the partner'}, {'position_num': 9, 'position_name': 'Message from the child/spirit', 'position_meaning': 'Soul-level message or energy of the unborn (or symbolic creation)'}, {'position_num': 10, 'position_name': 'Outcome / delivery', 'position_meaning': 'Likely direction of pregnancy, birth process, or result of your intention'}]"
166,DIVORCE POTENTIAL,divorce potential,10,"higher self, ending, comprehensive reading, result, fortune telling, divination, in-depth guidance, detailed analysis, complex spread, soul, spirituality, prediction, conclusion","This spread is designed to assess the strength, imbalance, and direction of a marriage or long-term partnership that may be headed toward separation. It provides insight into personal motives, emotional wounds, external pressure, and the potential for resolution or dissolution.","[{'position_num': 1, 'position_name': 'Foundation of the marriage', 'position_meaning': 'How and why the relationship began; its original purpose'}, {'position_num': 2, 'position_name': 'Your current position', 'position_meaning': 'Where you stand emotionally or mentally now'}, {'position_num': 3, 'position_name': 'Partner’s current position', 'position_meaning': 'Their emotional or psychological stance now'}, {'position_num': 4, 'position_name': 'Shared connection', 'position_meaning': 'What’s left of the emotional/spiritual bond'}, {'position_num': 5, 'position_name': 'External influences', 'position_meaning': 'Family, friends, financial/legal stress, children, etc.'}, {'position_num': 6, 'position_name': 'Partner’s deeper truth', 'position_meaning': 'Their hidden feelings, regrets, or motivations'}, {'position_num': 7, 'position_name': 'Your spiritual path', 'position_meaning': 'What this relationship is teaching you'}, {'position_num': 8, 'position_name': 'Partner’s spiritual path', 'position_meaning': 'What this relationship is teaching them'}, {'position_num': 9, 'position_name': 'Potential for reconciliation', 'position_meaning': 'Is there a chance to mend, and under what condition?'}, {'position_num': 10, 'position_name': 'Final outcome', 'position_meaning': 'The likely resolution: divorce, separation, healing, or transformation'}]"
